s1_media,s1_std,s1_rms,s2_media,s2_std,s2_rms,s1_s2_corr,speedSet,load_value,label
2.5212762533466866,0.01186864648586687,2.521304188403159,2.430204894398043,0.012385499880709283,2.4302364554428646,-0.25086841077513866,40.0,80,eccentricity
2.521056805332222,0.005954224290412827,2.521063836656821,2.4299341663440317,0.006284583971803066,2.4299422932987036,-0.23311884481823061,40.0,0,eccentricity
2.5203365417326693,0.003778573878517423,2.520339374214026,2.428835328448578,0.0037012654478113583,2.4288381485981785,-0.23587259592348286,25.0,0,eccentricity
2.521779630404104,0.0010608048958294044,2.5217798535217315,2.4311299469095666,0.0009768031041289336,2.4311301431442986,-0.19772386339050982,8.33203125,0,eccentricity
2.521935049581981,0.0009962610776456777,2.5219352463626428,2.4311442043005314,0.0009589982719587804,2.431144393445554,-0.21911137094470395,8.33203125,0,eccentricity
2.5203102940824325,0.0065396255043649355,2.520318778480138,2.42862813681276,0.006358206962862127,2.4286364597679913,-0.20725167015297616,25.0,80,eccentricity
2.5178849894440183,0.014955861285790453,2.5179294068448987,2.427729794462482,0.017931439289353087,2.427796015203055,-0.174635580703549,40.0,80,missing_tooth
2.51909023262515,0.008040731176270969,2.5191030652724953,2.429360060362745,0.007918032626761957,2.4293729639819324,-0.08295491907687534,25.0,80,missing_tooth
2.518024275583079,0.006522843025027034,2.518032724153286,2.427903441045774,0.007032497852659425,2.427913625948822,-0.11735652297337132,40.0,0,missing_tooth
2.519036882598599,0.009299241360808534,2.519054047014862,2.429179280897767,0.009018834269386294,2.4291960229908516,-0.12079001912348705,25.0,80,missing_tooth
2.520018377383585,0.0018802522774032855,2.5200190788364325,2.4303642527497615,0.0016319885215951328,2.4303648006894853,0.03773851529070946,8.33203125,80,missing_tooth
2.519946433187916,0.001857347772472308,2.519947117674743,2.4303258497781703,0.001657381839582112,2.430326414911081,0.06151591330899801,8.33203125,80,missing_tooth
2.517975921817533,0.015293452182448387,2.5180223653757543,2.4276952021617797,0.01780993388736911,2.427760529447746,-0.20647505674028857,40.0,80,missing_tooth
2.5180086712526877,0.006536161852073727,2.518017154412472,2.4280134594988265,0.007125001626131917,2.4280239136292776,-0.1153651113909656,40.0,0,missing_tooth
2.519260598310861,0.004250424767009983,2.5192641839061456,2.4298369924027075,0.004647688395905588,2.429841437348548,-0.13956833949551486,25.0,0,missing_tooth
2.5198082280265144,0.0011441965548274337,2.5198084878053484,2.43043353576946,0.0012734607085125777,2.430433869393491,0.059276135512964914,8.33203125,0,missing_tooth
2.5198983718068204,0.0012648464928466014,2.5198986892475093,2.4304582069755463,0.0014108415490391105,2.430458616460824,-0.16481818083966354,8.33203125,0,missing_tooth
2.5191155283449738,0.008987898603513744,2.519131562159881,2.4292292143977363,0.008252765559175307,2.429243232824333,-0.08925906370118229,25.0,80,missing_tooth
2.5216760864069556,0.01353127880785781,2.5217123904725685,2.4315735387547948,0.01351351137884138,2.4316110892497393,-0.17954146674224683,40.0,80,root_crack
2.521031181550561,0.006782048559321444,2.521040304027859,2.431002616479369,0.0059024812847169724,2.431009782089504,-0.125704939972648,25.0,80,root_crack
2.5213424139516296,0.006013156674834241,2.521349584338639,2.43173276576078,0.0059192936664405425,2.4317399700856344,-0.025178805306266466,40.0,0,root_crack
2.520991530381041,0.007856734118957459,2.5210037732070054,2.430825384790576,0.006719147505072131,2.430834671113082,-0.12907872388041547,25.0,80,root_crack
2.520712129670219,0.0018406345613144507,2.5207128016896645,2.429889192528913,0.0014629945326603698,2.4298896329508084,-0.0957151413355782,8.33203125,80,root_crack
2.5207701120939667,0.001854832143479897,2.5207707945048297,2.4297780242997717,0.001435472846230724,2.4297784483265947,-0.13111005460835584,8.33203125,80,root_crack
2.5216482943584966,0.013733902321232826,2.5216856942359183,2.431546896453862,0.013442449049943824,2.4315840534702615,-0.18836490756154117,40.0,80,root_crack
2.521372472846454,0.006099336467195499,2.521379850148165,2.4315491607868935,0.005965702769660293,2.4315564790752817,-0.013481438172922001,40.0,0,root_crack
2.521446190739391,0.004604982003543028,2.5214503958343975,2.431256752584095,0.0043913338429164206,2.4312607183925548,-0.13557550560287432,25.0,0,root_crack
2.5205572689251174,0.0009439296392964918,2.5205574456723676,2.42998482215152,0.0009474258035214405,2.4299850068472457,-0.18412229622179044,8.33203125,0,root_crack
2.5208139355927837,0.0009349425661386397,2.5208141089728096,2.4298375176785054,0.0009298540862085092,2.4298376955975196,-0.1244873725819616,8.33203125,0,root_crack
2.5209473125373014,0.007525633705748459,2.520958545425076,2.4309423347661703,0.00646452713075457,2.4309509302060013,-0.10428118075971347,25.0,80,root_crack
2.5166339677240273,0.03643145284656412,2.516897649539785,2.4249284490880396,0.049126600033301056,2.4254260256761815,0.07145675304197663,40.0,80,surface_fault
2.5187161316767677,0.024209475642866504,2.518832477692727,2.427406408768239,0.01925503116991146,2.4274827763661833,-0.25083198822024994,25.0,80,surface_fault
2.5171854882766374,0.014995576693006604,2.5172301542987383,2.4255426345963644,0.02176248249679971,2.425640261433895,0.15780682741968274,40.0,0,surface_fault
2.518707955257065,0.028180933965923076,2.518865603583172,2.4273192896337346,0.02226391957788032,2.4274213923303445,-0.22896350978655536,25.0,80,surface_fault
2.5191984109058017,0.00405271536504504,2.5192016707703546,2.428026566416325,0.00305740443967727,2.4280284913784183,-0.2683346442447778,8.33203125,80,surface_fault
2.519122557437409,0.004196244056913889,2.519126052394794,2.4279836628614118,0.0032478480312035907,2.4279858351396437,-0.2579146018512948,8.33203125,80,surface_fault
2.5168479287029615,0.03718010173090405,2.5171225349952886,2.425090439031739,0.049767698956796114,2.42560105156281,0.0795670811868927,40.0,80,surface_fault
2.516887757849284,0.015464954372362654,2.516935269415035,2.4256710824033094,0.021625429591182996,2.4257674783896013,0.1732338089064684,40.0,0,surface_fault
2.5187113345090335,0.023110584874114447,2.5188173585469635,2.427569577489758,0.014120139597927022,2.4276106425652504,-0.351949980327785,25.0,0,surface_fault
2.519441082772214,0.0025768119330752655,2.519442400516464,2.428381851359597,0.0028409355388950134,2.428383513147666,-0.3765718486366491,8.33203125,0,surface_fault
2.5193502491892708,0.0032531595922685036,2.519352349540924,2.4284185461043872,0.0031742898691389638,2.4284206207286085,-0.40362265829286603,8.33203125,0,surface_fault
2.5185112402158993,0.026130139679313824,2.518646789705434,2.4275015131205,0.019778396651388433,2.4275820853632153,-0.2769226915750241,25.0,80,surface_fault
2.520264667404103,0.016120193840969906,2.5203162211149186,2.430286957909417,0.015404982228387596,2.4303357815869937,-0.05183786696957307,40.0,80,tooth_chipped_fault
2.5193795204302503,0.007583705353532873,2.51939093444234,2.428967850400757,0.006602669973515276,2.4289768244121337,-0.023618890909811504,25.0,80,tooth_chipped_fault
2.5183163887453905,0.006705569408514928,2.5183253162537835,2.427529365224074,0.0069575379278601635,2.4275393356976136,-0.17867617079720907,40.0,0,tooth_chipped_fault
2.5193419719075996,0.009112429000325427,2.519358451625643,2.428912398041387,0.008044622634107136,2.4289257200071983,-0.04447761715582628,25.0,80,tooth_chipped_fault
2.520035164365672,0.0019329962101803599,2.5200359057191766,2.429963863166342,0.0017649925668178934,2.429964504163189,0.04120480072309572,8.33203125,80,tooth_chipped_fault
2.520072351961591,0.001981252527867483,2.5200731307806934,2.4299996052042143,0.001881362652514719,2.4300003335016376,0.05920798780860934,8.33203125,80,tooth_chipped_fault
2.5200468968488594,0.016573669094572103,2.5201013965364214,2.4300642927302727,0.014987881513995377,2.4301105125888736,-0.03786803022632186,40.0,80,tooth_chipped_fault
2.5184398765249147,0.006757096470482266,2.51844894131756,2.427557814348289,0.007158673373907247,2.427568369502271,-0.1572354258848354,40.0,0,tooth_chipped_fault
2.51844631489083,0.004199764371036915,2.5184498166546763,2.4274663891223516,0.004336613150459952,2.4274702627493348,-0.15225078056333005,25.0,0,tooth_chipped_fault
2.518488725553789,0.0012339480448185659,2.518489027843744,2.4276225959551683,0.0012567946354833373,2.4276229212801703,0.01766221708206049,8.33203125,0,tooth_chipped_fault
2.5183462497781126,0.001287706985921615,2.5183465789999526,2.427718094188832,0.0013091486614923834,2.4277184471684676,0.0006792810206404416,8.33203125,0,tooth_chipped_fault
2.519404783379862,0.008854476980933158,2.5194203429122215,2.428980826819591,0.007555398136892134,2.428992577406978,-0.05334873028995339,25.0,80,tooth_chipped_fault
